,category_code_description,market_value,parcel_number,sale_date,sale_price,total_area,taxable_building,taxable_land,zip_code,zoning,lat,lng,tax_assessment,sales_ratio
571064,Single Family,264400.0,888058628,2018-03-26,275000.0,0.0,214164.0,50236.0,191231528,RSA5 ,39.9673483765956,-75.143323758967,264400.0,0.9614545454545455
571066,Single Family,251500.0,888058748,2018-02-22,290000.0,0.0,218900.0,32600.0,191061810,CMX3 ,39.952545764908,-75.1457073213588,251500.0,0.8672413793103448
571111,Single Family,301500.0,888310420,2018-08-20,340000.0,0.0,0.0,45200.0,191251921,CMX2 ,39.979046885028204,-75.1302706337421,45200.0,0.13294117647058823
571131,Single Family,82800.0,422120900,2019-03-01,48000.0,1392.0,70380.0,12420.0,191204128,RSA5 ,40.0258187647234,-75.13155736501629,82800.0,1.725
571143,Single Family,191300.0,888088096,2019-02-28,26000000.0,0.0,164518.0,26782.0,191304106,I2   ,39.9599123235481,-75.1664488999392,191300.0,0.007357692307692307
571144,Single Family,246600.0,888088110,2019-02-28,26000000.0,0.0,212076.0,34524.0,191304106,I2   ,39.9599123235481,-75.1664488999392,246600.0,0.009484615384615385
571145,Single Family,252000.0,888088120,2019-02-28,26000000.0,0.0,216720.0,35280.0,191304106,I2   ,39.9599123235481,-75.1664488999392,252000.0,0.009692307692307693
571146,Single Family,196700.0,888088182,2019-02-28,26000000.0,0.0,169162.0,27538.0,191304106,I2   ,39.9599123235481,-75.1664488999392,196700.0,0.007565384615384615
571147,Single Family,172800.0,888088198,2019-02-28,26000000.0,0.0,148608.0,24192.0,191304106,I2   ,39.9599123235481,-75.1664488999392,172800.0,0.006646153846153846
571148,Single Family,292200.0,888088258,2019-02-28,26000000.0,0.0,251292.0,40908.0,191304106,I2   ,39.9599123235481,-75.1664488999392,292200.0,0.01123846153846154
571155,Single Family,311700.0,888181300,2018-08-07,378000.0,2762.69,0.0,46700.0,19122    ,RM1  ,39.9720383690026,-75.14596921469149,46700.0,0.12354497354497354
571156,Single Family,321200.0,888181302,2018-02-05,355000.0,2762.69,0.0,48100.0,19122    ,RM1  ,39.9720383690026,-75.14596921469149,48100.0,0.13549295774647888
571157,Single Family,323000.0,888470204,2018-04-09,340000.0,0.0,0.0,48450.0,191301601,RM1  ,39.9707292898569,-75.16112456231521,48450.0,0.1425
571158,Single Family,369600.0,888470206,2018-02-12,389000.0,0.0,0.0,55440.0,191301601,RM1  ,39.9707292898569,-75.16112456231521,55440.0,0.14251928020565552
571163,Single Family,432400.0,888501308,2018-02-28,453000.0,4159.43,0.0,60500.0,19123    ,,39.9620352216469,-75.1434481976655,60500.0,0.1335540838852097
571164,Single Family,568500.0,888501310,2018-07-31,615000.0,4159.43,0.0,79500.0,19123    ,,39.9620352216469,-75.1434481976655,79500.0,0.12926829268292683
571192,Single Family,323000.0,888020244,2018-05-23,465000.0,0.0,234550.0,48450.0,191473426,RM1  ,39.938319775544,-75.1460030934104,283000.0,0.6086021505376344
571203,Single Family,17000.0,888022342,2018-03-12,495000.0,0.0,14280.0,2720.0,191471966,CMX2 ,39.942294518507104,-75.1578093478587,17000.0,0.03434343434343434
571236,Single Family,40000.0,888301561,2018-04-16,416000.0,0.0,0.0,6000.0,191465253,RMX1 ,39.944556457404396,-75.1859765572987,6000.0,0.014423076923076924
571265,Single Family,254200.0,888059918,2018-05-24,279200.0,0.0,221200.0,33000.0,191075907,RM1  ,39.94539737177679,-75.1611001315299,254200.0,0.910458452722063
571314,Single Family,76400.0,422153600,2018-10-04,116000.0,1057.5,64940.0,11460.0,191203818,RSA5 ,40.026645407996,-75.12904148955991,76400.0,0.6586206896551724
571329,Single Family,429600.0,888089024,2018-04-09,470000.0,0.0,373800.0,55800.0,191035608,CMX4 ,39.950980147302104,-75.17548918249679,429600.0,0.9140425531914894
571339,Single Family,578600.0,888501312,2018-03-20,600000.0,4159.43,0.0,81000.0,19123    ,,39.9620352216469,-75.1434481976655,81000.0,0.135
571344,Single Family,20000.0,888501322,2018-07-31,615000.0,4159.43,0.0,2800.0,19123    ,,39.9620352216469,-75.1434481976655,2800.0,0.0045528455284552845
571347,Single Family,20000.0,888501328,2018-07-31,615000.0,4159.43,0.0,2800.0,19123    ,,39.9620352216469,-75.1434481976655,2800.0,0.0045528455284552845
571380,Single Family,256600.0,888022476,2018-07-02,266000.0,0.0,21122.0,41000.0,191472501,RM1  ,39.9417372425443,-75.16246477783659,62122.0,0.23354135338345863
571418,Single Family,285800.0,888038370,2018-07-20,294000.0,0.0,245800.0,40000.0,191061810,CMX3 ,39.9526411529358,-75.1458741180657,285800.0,0.972108843537415
571426,Single Family,18000.0,888303532,2018-09-24,775000.0,392.0,0.0,2300.0,191471823,CMX2 ,39.9433064322043,-75.1646085765907,2300.0,0.002967741935483871
571452,Single Family,294200.0,888061572,2018-06-04,305000.0,0.0,250100.0,44100.0,191060000,CMX3 ,39.950552555771296,-75.1393785641702,294200.0,0.9645901639344262
571456,Single Family,91200.0,888520279,2018-10-20,66000.0,0.0,41200.0,10000.0,191312054,RM1  ,39.9987821612283,-75.20869063042109,51200.0,0.7757575757575758
571506,Single Family,30300.0,442021800,2018-04-06,14000.0,938.0,25400.0,4900.0,191391719,RSA5 ,39.9678214150122,-75.2197062169267,30300.0,2.164285714285714
571508,Single Family,28000.0,442025700,2019-02-06,40000.0,789.04,23400.0,4600.0,191391643,RSA5 ,39.9674972748577,-75.2223480197948,28000.0,0.7
571530,Single Family,380500.0,292266410,2018-05-14,370000.0,697.5,0.0,108442.0,191213614,RSA5 ,39.977995228808,-75.1836696979894,108442.0,0.2930864864864865
571550,Single Family,205000.0,662265100,2019-01-25,225000.0,1620.9,143500.0,61500.0,191540000,RSA4 ,40.08063516498579,-74.9913677775422,205000.0,0.9111111111111111
571568,Single Family,77400.0,888115366,2019-03-15,77500.0,0.0,70500.0,6900.0,191075604,CMX5 ,39.947797199814,-75.1636782005914,77400.0,0.9987096774193548
571577,Single Family,97400.0,888115752,2019-01-10,112500.0,0.0,88700.0,8700.0,191075604,CMX5 ,39.947797199814,-75.1636782005914,97400.0,0.8657777777777778
571644,Single Family,74400.0,888560096,2019-01-04,68000.0,0.0,62496.0,11904.0,191522516,RM2  ,40.0651384208846,-75.04668883093271,74400.0,1.0941176470588236
571676,Single Family,427500.0,888022912,2018-05-09,450000.0,0.0,0.0,64125.0,191472223,CMX5 ,39.9413764115447,-75.1515929875579,64125.0,0.1425
571678,Single Family,704900.0,888022916,2018-05-25,742000.0,0.0,0.0,105735.0,191472223,CMX5 ,39.9413764115447,-75.1515929875579,105735.0,0.1425
571679,Single Family,664100.0,888022918,2018-10-11,694000.0,0.0,0.0,99615.0,191472223,CMX5 ,39.9413764115447,-75.1515929875579,99615.0,0.14353746397694525
571680,Single Family,692600.0,888022920,2018-05-11,729000.0,0.0,0.0,103890.0,191472223,CMX5 ,39.9413764115447,-75.1515929875579,103890.0,0.14251028806584362
571681,Single Family,294500.0,888022948,2018-06-21,310000.0,0.0,247380.0,47120.0,191474205,CMX1 ,39.9341220297807,-75.14744935568959,294500.0,0.95
571682,Single Family,470000.0,888022950,,483000.0,0.0,0.0,75200.0,191474205,CMX1 ,39.9341220297807,-75.14744935568959,75200.0,0.1556935817805383
571683,Single Family,285000.0,888022952,2018-06-08,300000.0,0.0,0.0,45600.0,191474205,CMX1 ,39.9341220297807,-75.14744935568959,45600.0,0.152
571684,Single Family,427500.0,888022954,2018-09-04,450000.0,0.0,0.0,68400.0,191474205,CMX1 ,39.9341220297807,-75.14744935568959,68400.0,0.152
571685,Single Family,284000.0,888022956,2018-06-15,3000000.0,0.0,0.0,45440.0,191474205,CMX1 ,39.9341220297807,-75.14744935568959,45440.0,0.015146666666666666
571686,Single Family,422800.0,888022958,2018-07-24,445000.0,0.0,0.0,67648.0,191474205,CMX1 ,39.9341220297807,-75.14744935568959,67648.0,0.15201797752808988
571687,Single Family,318300.0,888022960,2018-06-29,335010.0,0.0,0.0,50928.0,191474205,CMX1 ,39.9341220297807,-75.14744935568959,50928.0,0.1520193427061879
571722,Single Family,177700.0,662154600,2018-06-19,182000.0,2028.78,124390.0,53310.0,191543402,RSA4 ,40.087273273929,-74.97953801772509,177700.0,0.9763736263736263
571756,Single Family,361400.0,888154930,2018-07-23,375000.0,0.0,0.0,54210.0,19130    ,IRMX ,39.9694712806149,-75.16137920586759,54210.0,0.14456
571862,Single Family,90300.0,888660505,2019-01-04,85000.0,0.0,75000.0,15300.0,191542907,RM2  ,40.094607068165004,-74.9778625386525,90300.0,1.0623529411764705
571863,Single Family,480000.0,888022962,2018-08-14,500000.0,0.0,0.0,76800.0,191474205,CMX1 ,39.9341220297807,-75.14744935568959,76800.0,0.1536
571864,Single Family,1049400.0,888039211,2018-08-26,1145000.0,0.0,902500.0,146900.0,191061101,CMX3 ,39.9561596686844,-75.1446473823741,1049400.0,0.9165065502183406
571865,Single Family,421200.0,888154932,2018-06-18,445000.0,0.0,0.0,63180.0,19130    ,IRMX ,39.9694712806149,-75.16137920586759,63180.0,0.14197752808988764
571866,Single Family,360600.0,888154940,2018-07-16,385000.0,0.0,306510.0,54090.0,191302222,IRMX ,39.9694280474286,-75.1613882051227,360600.0,0.9366233766233766
571867,Single Family,432500.0,888154942,2018-06-25,449000.0,0.0,0.0,64875.0,191302222,IRMX ,39.9694280474286,-75.1613882051227,64875.0,0.14448775055679286
571870,Single Family,437000.0,888154948,2018-12-12,445000.0,0.0,371450.0,65550.0,191302214,RM1  ,39.9683824032492,-75.1632765690211,437000.0,0.9820224719101124
571871,Single Family,475000.0,888154950,2018-08-30,500000.0,0.0,0.0,71250.0,191302214,RM1  ,39.9683824032492,-75.1632765690211,71250.0,0.1425
571872,Single Family,315900.0,888181348,2018-05-04,326000.0,835.79,0.0,47385.0,191224301,ICMX ,39.9706546523188,-75.14470829735721,47385.0,0.14535276073619632
571900,Single Family,104400.0,522261500,2018-07-20,219999.0,1536.0,88740.0,15660.0,191313005,RSA5 ,39.9857086707471,-75.2412653566066,104400.0,0.47454761158005265
571918,Single Family,179500.0,662176200,2018-07-18,110000.0,2528.72,125650.0,53850.0,191543414,RSA4 ,40.0853832437635,-74.9783158296212,179500.0,1.6318181818181818
571967,Single Family,205000.0,662459200,2018-10-10,195000.0,1697.65,143500.0,61500.0,191543705,RSA4 ,40.0813655552413,-74.97109318888529,205000.0,1.0512820512820513
571987,Single Family,119000.0,888210190,2018-07-18,125500.0,0.0,58800.0,20200.0,191290000,RM2  ,40.0152836940839,-75.2012073305973,79000.0,0.6294820717131474
571990,Single Family,146000.0,888210651,2018-11-30,175500.0,0.0,121180.0,24820.0,191284208,RSD1 ,40.0502347779734,-75.24284469045901,146000.0,0.8319088319088319
572018,Single Family,313800.0,888056562,2018-07-19,330000.0,0.0,266800.0,47000.0,191061114,CMX3 ,39.9556795962315,-75.14532717483041,313800.0,0.9509090909090909
572023,Single Family,304000.0,888056680,2018-03-15,290000.0,0.0,258400.0,45600.0,191061114,CMX3 ,39.9556795962315,-75.14532717483041,304000.0,1.0482758620689656
572053,Single Family,67900.0,888660584,2018-08-31,46500.0,0.0,56400.0,11500.0,191542907,RM2  ,40.094607068165004,-74.9778625386525,67900.0,1.4602150537634409
572058,Single Family,506200.0,21172800,2018-02-09,525000.0,616.0,0.0,146798.0,191474519,RSA5 ,39.9367662490096,-75.16421452065309,146798.0,0.2796152380952381
572065,Single Family,46300.0,252553500,2018-02-22,35000.0,948.64,38892.0,7408.0,191343115,RSA5 ,39.993424630026496,-75.11749099966579,46300.0,1.322857142857143
572068,Single Family,315900.0,888181360,2018-03-07,325000.0,835.79,0.0,47385.0,191224301,ICMX ,39.970796884425894,-75.1446739110969,47385.0,0.1458
572086,Single Family,301500.0,888310422,2018-07-26,335000.0,0.0,0.0,45200.0,191251921,CMX2 ,39.979046885028204,-75.1302706337421,45200.0,0.13492537313432837
572087,Single Family,312300.0,888310424,2018-07-19,369000.0,0.0,0.0,46800.0,191251921,CMX2 ,39.979046885028204,-75.1302706337421,46800.0,0.12682926829268293
572088,Single Family,312300.0,888310426,2018-07-18,369000.0,0.0,0.0,46800.0,191251921,CMX2 ,39.979046885028204,-75.1302706337421,46800.0,0.12682926829268293
572090,Single Family,310400.0,888310430,2018-07-26,320000.0,0.0,0.0,46500.0,191251214,RM1  ,39.984464885669,-75.1306084251905,46500.0,0.1453125
572091,Single Family,317300.0,888310432,2018-08-09,334000.0,0.0,0.0,47500.0,191251214,RM1  ,39.984464885669,-75.1306084251905,47500.0,0.14221556886227546
572092,Single Family,324900.0,888310434,2018-07-19,342000.0,0.0,0.0,48700.0,191251214,RM1  ,39.984464885669,-75.1306084251905,48700.0,0.14239766081871344
572093,Single Family,308800.0,888470208,2018-09-21,325000.0,0.0,262480.0,46320.0,191301511,RM1  ,39.971807201244104,-75.1670356864695,308800.0,0.9501538461538461
572099,Single Family,217600.0,641024332,2019-03-04,240000.0,3296.3,0.0,0.0,191523434,RSA3 ,40.0542312848385,-75.0447557251988,0.0,0.0
572107,Single Family,251400.0,641052900,2018-11-06,335000.0,2574.8,173187.0,38213.0,191524404,RSA3 ,40.0453441797771,-75.0499033644149,211400.0,0.631044776119403
572117,Single Family,430000.0,182331720,2018-03-18,412000.0,1040.62,0.0,124700.0,191220000,RSA5 ,39.974287604297295,-75.1451670545797,124700.0,0.30266990291262136
572119,Single Family,430000.0,182331740,2018-01-16,419000.0,1040.62,0.0,124700.0,191220000,RSA5 ,39.974302988045295,-75.1452843369162,124700.0,0.29761336515513126
572178,Single Family,170900.0,662472200,2018-12-21,195000.0,1789.2,119630.0,51270.0,191543310,RSA4 ,40.0877817612145,-74.98329446253821,170900.0,0.8764102564102564
572205,Single Family,194500.0,888220170,2018-09-18,135500.0,0.0,169215.0,25285.0,191192601,RSD3 ,40.048987981161794,-75.1906807946912,194500.0,1.4354243542435425
572231,Single Family,49800.0,888056910,2018-04-13,305400.0,0.0,41334.0,8466.0,191261601,RM1  ,40.0592295992732,-75.1415496227789,49800.0,0.16306483300589392
572232,Single Family,40600.0,888056965,2018-04-13,305400.0,0.0,33698.0,6902.0,191261601,RM1  ,40.0592295992732,-75.1415496227789,40600.0,0.13294040602488538
572233,Single Family,49800.0,888057005,2018-04-13,305400.0,0.0,41334.0,8466.0,191261601,RM1  ,40.0592295992732,-75.1415496227789,49800.0,0.16306483300589392
572234,Single Family,273500.0,888057110,2018-08-13,320000.0,0.0,235210.0,38290.0,191233608,CMX3 ,39.960397625019205,-75.159416438745,273500.0,0.8546875
572277,Single Family,560000.0,471005400,2019-03-07,555000.0,819.46,0.0,162400.0,191301521,CMX2.,39.9711512998485,-75.16615406436391,162400.0,0.2926126126126126
572295,Single Family,346800.0,888470210,2018-12-13,37524.0,0.0,294780.0,52020.0,191301511,RM1  ,39.971807201244104,-75.1670356864695,346800.0,9.242085065558042
572296,Single Family,379900.0,888470212,2018-09-28,390000.0,0.0,0.0,56985.0,191301603,RM1  ,39.9711088400775,-75.1631048323563,56985.0,0.14611538461538462
572297,Single Family,320500.0,888470214,2018-05-21,329900.0,0.0,0.0,48075.0,191301603,RM1  ,39.9711088400775,-75.1631048323563,48075.0,0.1457259775689603
572298,Single Family,384700.0,888470216,2018-05-23,399900.0,0.0,0.0,57705.0,191301603,RM1  ,39.9711088400775,-75.1631048323563,57705.0,0.14429857464366092
572299,Single Family,352900.0,888470218,2018-07-20,370000.0,0.0,0.0,52935.0,191301603,RM1  ,39.9711088400775,-75.1631048323563,52935.0,0.14306756756756756
572301,Single Family,320500.0,888470222,2018-07-02,344900.0,0.0,0.0,48075.0,191301603,RM1  ,39.971049664355604,-75.1631171957098,48075.0,0.13938822847202087
572303,Single Family,352900.0,888470226,2018-06-22,373000.0,0.0,0.0,52935.0,191301603,RM1  ,39.971049664355604,-75.1631171957098,52935.0,0.14191689008042896
572305,Single Family,365800.0,888470266,2018-08-31,385000.0,1200.02,0.0,54870.0,191215007,RM1  ,39.974386080710204,-75.1656152984431,54870.0,0.14251948051948052
572314,Single Family,195000.0,661223500,2018-04-30,202000.0,2127.44,136500.0,58500.0,191141917,RSA4 ,40.071231045805995,-74.9870362255419,195000.0,0.9653465346534653
572323,Single Family,430000.0,182331760,2018-05-30,430000.0,1040.8,0.0,124700.0,191220000,RSA5 ,39.974318368919704,-75.1454016170691,124700.0,0.29
572328,Single Family,470500.0,313050310,2018-03-07,550000.0,1333.36,0.0,84686.0,19125    ,RSA5 ,39.9791828905304,-75.12848266392601,84686.0,0.15397454545454545
572329,Single Family,470500.0,313050320,2018-03-07,550000.0,1333.36,0.0,84686.0,19125    ,RSA5 ,39.9791447311336,-75.1284513053683,84686.0,0.15397454545454545
572336,Single Family,274700.0,632242917,2018-09-07,349000.0,32509.3,156363.0,78337.0,19115    ,RSD1 ,40.0953294535778,-75.0548539726888,234700.0,0.6724928366762177
572342,Single Family,203200.0,662116000,2019-01-09,210000.0,2351.0,142336.0,60864.0,191542604,RSA4 ,40.0914533437424,-74.9801463400308,203200.0,0.9676190476190476
572389,Single Family,300100.0,888103337,2018-02-06,380000.0,0.0,252100.0,48000.0,191036401,RM1  ,39.9485975986575,-75.1794847742371,300100.0,0.7897368421052632
572390,Single Family,256800.0,888103360,2018-09-27,255000.0,0.0,191200.0,25600.0,191075749,CMX2 ,39.9465879357961,-75.1592590167607,216800.0,0.8501960784313726
572415,Single Family,1145700.0,888036186,2018-06-05,1300000.0,0.0,139226.0,148941.0,191033003,CMX4 ,39.9533473626875,-75.17766859739359,288167.0,0.22166692307692307
572427,Single Family,207100.0,663093800,2018-03-30,210000.0,2000.0,104970.0,62130.0,191541428,RSA4 ,40.1021523489348,-74.9678977932394,167100.0,0.7957142857142857
572430,Single Family,208200.0,663097400,2018-04-26,219000.0,2775.0,105740.0,62460.0,191541443,RSA4 ,40.0993504499983,-74.9681915971192,168200.0,0.7680365296803653
572509,Single Family,313500.0,888181636,2018-04-19,330000.0,1034.88,0.0,47025.0,19122    ,CMX2 ,39.9758076972579,-75.1384261896972,47025.0,0.1425
572629,Single Family,230200.0,888037744,2018-10-08,190000.0,0.0,198000.0,32200.0,191061901,CMX3 ,39.954301839821,-75.1445414597819,230200.0,1.211578947368421
572711,Single Family,261300.0,888181638,2018-05-25,289999.0,1034.88,0.0,39195.0,19122    ,CMX2 ,39.9758076972579,-75.1384261896972,39195.0,0.13515563846771886
572712,Single Family,274600.0,888181640,2018-12-28,282000.0,1034.79,233410.0,41190.0,19122    ,CMX2 ,39.9758076972579,-75.1384261896972,274600.0,0.973758865248227
572714,Single Family,261300.0,888181644,2019-02-28,270000.0,1034.88,222105.0,39195.0,19122    ,CMX2 ,39.9758312743948,-75.1384215600805,261300.0,0.9677777777777777
572715,Single Family,274600.0,888181646,2018-09-06,275000.0,1034.88,0.0,41190.0,19122    ,CMX2 ,39.9758312743948,-75.1384215600805,41190.0,0.14978181818181818
572807,Single Family,224100.0,662347200,2018-10-31,218000.0,3297.65,116870.0,67230.0,191544335,RSA4 ,40.0754264387925,-74.9726100688619,184100.0,0.8444954128440367
572829,Single Family,395900.0,888037836,2019-03-12,480000.0,0.0,332600.0,63300.0,191233025,CMX2.,39.963326075427396,-75.1401953770312,395900.0,0.8247916666666667
572840,Single Family,27000.0,888153540,2019-02-18,500000.0,0.0,22950.0,4050.0,191303206,RM1  ,39.9650558926478,-75.1693895415532,27000.0,0.054
572902,Single Family,127200.0,888640047,2018-01-31,161500.0,0.0,105600.0,21600.0,191523416,RM1  ,40.0559623857311,-75.0439141096543,127200.0,0.7876160990712074
572903,Single Family,127200.0,888640055,2018-10-01,159000.0,0.0,105600.0,21600.0,191523416,RM1  ,40.0559623857311,-75.0439141096543,127200.0,0.8
572905,Single Family,141100.0,888650005,2018-06-13,140000.0,0.0,112880.0,28220.0,191140000,RSD3 ,40.0503222823039,-74.9857646698894,141100.0,1.0078571428571428
572906,Single Family,129400.0,888650013,2018-09-24,138000.0,0.0,63520.0,25880.0,191140000,RSD3 ,40.0498508652171,-74.9852372558871,89400.0,0.6478260869565218
572910,Single Family,134900.0,888650045,2018-02-06,122000.0,0.0,67920.0,26980.0,191140000,RSD3 ,40.0483433620807,-74.98391129702141,94900.0,0.7778688524590164
572915,Single Family,2432000.0,82215310,2018-10-24,3116453.0,1384.35,0.0,705280.0,191035529,CMX3 ,39.949871856886794,-75.1796333370223,705280.0,0.22630856297207114
572916,Single Family,2432000.0,82215315,2018-08-24,2650000.0,933.32,1726720.0,705280.0,191035529,CMX3 ,39.9498006250206,-75.1796612973327,2432000.0,0.9177358490566038
572917,Single Family,2432000.0,82215320,2018-05-23,2725476.0,993.32,0.0,705280.0,191035529,CMX3 ,39.949733476529495,-75.1796763496734,705280.0,0.25877314641552523
572918,Single Family,2432000.0,82215325,2018-03-05,2808958.0,1000.19,0.0,705280.0,191035529,CMX3 ,39.949666030958795,-75.1796918557407,705280.0,0.25108242985477175
572921,Single Family,2432000.0,82215340,2019-03-01,3325000.0,1280.75,1726720.0,705280.0,191035529,CMX3 ,39.9497608804021,-75.1794249442742,2432000.0,0.7314285714285714
572922,Single Family,2432000.0,82215345,2018-07-24,2434123.0,1250.0,0.0,705280.0,191035529,CMX3 ,39.9496930732595,-75.1794352102427,705280.0,0.28974706701345826
572923,Single Family,2432000.0,82215350,2018-08-08,2650000.0,1300.0,0.0,705280.0,191035529,CMX3 ,39.949625886522604,-75.1794538219392,705280.0,0.2661433962264151
572930,Single Family,315900.0,888181396,2018-01-26,330000.0,835.79,0.0,47385.0,191224301,ICMX ,39.9712208842474,-75.14457140059551,47385.0,0.1435909090909091
572935,Single Family,332500.0,888181406,2018-04-25,350000.0,1573.63,0.0,49875.0,191224301,ICMX ,39.971310587214106,-75.1444947340205,49875.0,0.1425
572936,Single Family,228000.0,888181408,2018-02-11,240000.0,1573.63,0.0,34200.0,191224301,ICMX ,39.971310587214106,-75.1444947340205,34200.0,0.1425
572939,Single Family,575000.0,182084420,2018-08-17,586000.0,1473.4,0.0,166750.0,191224523,RSA5 ,39.972000904199795,-75.1381038456672,166750.0,0.28455631399317405
572946,Single Family,494700.0,888154860,2019-03-01,475000.0,0.0,420500.0,74200.0,191302002,CMX2 ,39.9699204108157,-75.1682030612118,494700.0,1.0414736842105263
572947,Single Family,490500.0,888154862,2018-05-18,545000.0,0.0,417000.0,73500.0,191302002,CMX2 ,39.9699204108157,-75.1682030612118,490500.0,0.9
572949,Single Family,657900.0,888290704,2018-03-16,692500.0,0.0,5040.0,98685.0,191301414,RM1  ,39.9721558276476,-75.1693444832151,103725.0,0.14978339350180506
572959,Single Family,100700.0,392278500,2018-09-14,280000.0,1045.28,82312.0,18388.0,191485700,RSA5 ,39.9202535622329,-75.15533396479779,100700.0,0.35964285714285715
573046,Single Family,236700.0,888154284,2018-08-23,303000.0,0.0,0.0,35505.0,191301522,RSA5 ,39.9710324976254,-75.16733825877841,35505.0,0.11717821782178219
573112,Single Family,134900.0,888650052,2018-06-04,123500.0,0.0,67920.0,26980.0,191140000,RSD3 ,40.0483433620807,-74.98391129702141,94900.0,0.7684210526315789
573124,Single Family,2432000.0,82215355,2018-08-03,2850000.0,1300.0,1726720.0,705280.0,191035529,CMX3 ,39.9495587046599,-75.1794724100007,2432000.0,0.8533333333333334
573138,Single Family,280300.0,888181410,2018-05-03,295000.0,1573.63,0.0,42045.0,191224301,ICMX ,39.971310587214106,-75.1444947340205,42045.0,0.14252542372881355
573140,Single Family,285000.0,888181414,2018-12-13,345000.0,1430.91,0.0,42750.0,191224301,ICMX ,39.970656679849895,-75.14424131103421,42750.0,0.12391304347826088
573141,Single Family,344900.0,888181416,2018-10-16,363087.0,1430.91,0.0,51700.0,191224301,ICMX ,39.970656679849895,-75.14424131103421,51700.0,0.1423901158675469
573142,Single Family,356300.0,888181418,2018-10-16,380000.0,1430.91,201903.0,53445.0,191224301,ICMX ,39.9707058511965,-75.144244797607,255348.0,0.6719684210526315
573143,Single Family,432300.0,888181420,2018-10-12,458289.0,1430.91,0.0,64845.0,191224301,ICMX ,39.9707058511965,-75.144244797607,64845.0,0.14149368629838377
573144,Single Family,332500.0,888181422,2018-09-28,350000.0,1101.42,0.0,49875.0,191224301,ICMX ,39.9707549991633,-75.1442482862527,49875.0,0.1425
573145,Single Family,417200.0,888181424,2018-10-03,438990.0,1101.42,0.0,62580.0,191224301,ICMX ,39.9707549991633,-75.1442482862527,62580.0,0.14255450010250803
573146,Single Family,332300.0,888181426,2018-11-27,350000.0,1132.42,0.0,49845.0,191224301,ICMX ,39.9708067915847,-75.1442694689252,49845.0,0.14241428571428572
573147,Single Family,418000.0,888181428,2018-10-17,448000.0,1116.67,0.0,62700.0,191224301,ICMX ,39.9708067915847,-75.1442694689252,62700.0,0.13995535714285715
573148,Single Family,323000.0,888181430,2018-10-05,354981.0,1120.44,0.0,48450.0,191224301,ICMX ,39.970858000233605,-75.1442867673562,48450.0,0.13648617813347758
573149,Single Family,422800.0,888181432,2018-10-10,457643.0,1120.44,0.0,63420.0,191224301,ICMX ,39.970858000233605,-75.1442867673562,63420.0,0.13857963521784447
573150,Single Family,289800.0,888181434,2018-10-19,309908.0,849.07,0.0,43470.0,191224301,ICMX ,39.970907118384794,-75.14429025249959,43470.0,0.14026743420628057
573224,Single Family,639800.0,888093792,2018-07-26,740000.0,0.0,575820.0,63980.0,191023810,CMX5 ,39.948603687332,-75.16591356538,639800.0,0.8645945945945946
573232,Single Family,209200.0,662407400,2019-03-12,160000.0,1733.91,106440.0,62760.0,191544012,RSA4 ,40.082696923568705,-74.98671087130909,169200.0,1.0575
573239,Single Family,207100.0,662418000,2018-06-12,240000.0,2663.64,144970.0,62130.0,191543315,RSA4 ,40.0827922694876,-74.9843236452329,207100.0,0.8629166666666667
573255,Single Family,237500.0,888030010,2018-05-01,261500.0,0.0,201875.0,35625.0,191234205,RM1  ,39.9571595231219,-75.1396972084314,237500.0,0.9082217973231358
573258,Single Family,148300.0,888200526,2018-07-24,185000.0,0.0,123089.0,25211.0,191183228,RM2  ,40.0721372695545,-75.1916879670216,148300.0,0.8016216216216216
573345,Single Family,624200.0,313050705,2018-05-15,592783.0,1236.24,0.0,166037.0,19125    ,,39.979021501004794,-75.12831742449221,166037.0,0.28009743869173037
573347,Single Family,258600.0,313139802,2019-03-12,399900.0,1512.0,210940.0,47660.0,19125    ,RSA5 ,39.982959318427895,-75.12929429552159,258600.0,0.6466616654163541
573348,Single Family,399000.0,888181436,2018-09-14,423723.0,849.07,0.0,59850.0,191224301,ICMX ,39.970907118384794,-75.14429025249959,59850.0,0.14124793792170828
573418,Single Family,641800.0,888095170,2019-01-31,610000.0,0.0,590500.0,51300.0,191024814,CMX5 ,39.9514845874509,-75.1649373443259,641800.0,1.0521311475409836
573421,Single Family,1108800.0,888095280,2019-03-04,1091000.0,0.0,1020096.0,88704.0,191024814,CMX5 ,39.9514845874509,-75.1649373443259,1108800.0,1.016315307057745
573425,Single Family,312900.0,888030404,2018-04-09,330000.0,0.0,269100.0,43800.0,191061204,CMX3 ,39.9550426700537,-75.1433690955095,312900.0,0.9481818181818182
573443,Single Family,229700.0,888030338,2018-09-19,160000.0,0.0,197542.0,32158.0,191471608,CMX2 ,39.9428757924748,-75.1456672397668,229700.0,1.435625
573515,Single Family,472500.0,888064912,2018-04-09,461000.0,0.0,425250.0,47250.0,191479999,CMX3 ,39.939084565011704,-75.1410178371013,472500.0,1.024945770065076
573534,Single Family,480400.0,314165710,2018-05-24,479000.0,729.3,38495.0,103598.0,19125,CMX2 ,39.9769128088847,-75.11671971961009,142093.0,0.29664509394572025
573536,Single Family,750000.0,365280300,2018-06-22,760000.0,1047.42,0.0,142500.0,191463007,RSA5 ,39.937101778274204,-75.1720060639975,142500.0,0.1875
